Destinasi,Detail,Preferensi 2
Ternate Wonder Island,"Hanya karena Pulau Ternate adalah rumah dari benteng-benteng bersejarah dan pantai-pantai yang indah, bukan berarti tidak ada tempat lain yang bagus untuk menikmati rekreasi keluarga. Berikut adalah contoh. Wisatawan mungkin menemukan Ternate Wonder Island di Kecamatan Ternate Selatan, yang merupakan waterboom yang direkomendasikan! Tepatnya, lokasinya berada di Desa Kayu Merah dan dianggap sebagai tempat paling populer untuk keluarga dengan anak-anak! Penduduk lokal Indonesia terus datang bersama anak-anak mereka untuk memberikan pengalaman yang menyenangkan bagi anak-anak, terutama saat akhir pekan. Terlepas dari kenyataan, orang luar dan orang asing juga terlihat di sana!",wisata kota
Batu Angus,"Batu Angus adalah sebuah wilayah yang mempunyai kontur unik bebatuan hasil lahar Gunung Gamalama. Lahar-lahar yang mengalir dari puncak Gunung di masa lampau, kini mengering dan menjadi bebatuan besar yang tersebar hingga ke tepian tebing pesisir lautan. Masyarakat menamakan wilayah ini Batu Angus karena batuan besar ini memang merupakan hasil ledakan lahar panas Gunung Gamalama. Kini batuan ini tidak lagi membahayakan, justru mendatangkan berkah bagi masyarakat lokal. Pemerintah telah berangsur-angsur memperbaiki tempat ini menjadi sebuah obyek wisata dengan konsep taman dan batu candi hasil lahar Gamalama sebagai obyek utamanya.",wisata air
Geopark Boki Maruru,Suasana dalam goa hening dan menguji andrenalin. Kalau air di Boki Maruru berasa tawar dan bening dengan kedalaman bervariasi antara 1-4 meter. Pastinya Goa Boki Maruru menawarkan sejuta keindahan. Apalagi dalam goa terdapat berbagai macam ornamen dari stalagtit dan stalagmite dengan berbagai bentuk yang unik,wisata kota
Pantai Kastela,"Pantai ini memiliki hamparan pasir berwarna putih dan terdapat juga kerikil-kerikil dengan berbagai ukuran. Pada bagian bibir pantai ini juga terdapat batu karang yang bermunculan ketika air laut surut. Ketika berada di kawasan Pantai Kastela, Anda akan disambut oleh sebuah bangunan sisa peninggalan kolonial sekitar abad ke-15. Bangunan ini bernama Benteng Kastela. Kondisinya pun memang sudah hancur. Meskipun demikian benteng ini masih memperlihatkan kemegahannya. ",wisata air
Taman Nasional Manusela,"Taman Nasional Manusela terletak di pulau Seram, di kepulauan Maluku, Indonesia. Terdiri dari tipe ekosistem hutan pantai, hutan rawa, dataran rendah dan hutan hujan pegunungan. Gunung Binaiya setinggi 3.027 meter, adalah yang tertinggi dari enam gunung taman. Seram luar biasa karena tingkat endemisme burung lokal yang tinggi. Taman ini juga mencakup lanskap karst yang penting. Di Gunung Hatu Saka, dekat pantai Saleman-Sawai, itu adalah Goa Hatusaka, saat ini gua terdalam di seluruh Indonesia. ",wisata kota
Gunung Binaiya,"Gunung Binaiya adalah titik tertinggi di pulau Seram Indonesia dan gunung tertinggi di provinsi Maluku. Dengan ketinggian 3.027 meter, ini adalah salah satu dari seratus puncak yang paling menonjol secara topografi di Bumi. Gunung Binaiya atau Binaya terletak di Taman Nasional Manusela dengan keanekaragaman hayati endemik seperti kasuari, kuskus, friarbird seram, nuri raja Maluku, nuri Ternate, nuri tengkuk ungu / nuri blackhead, kakatua seram, kingfisher, honeybird seram besar, dan kelelawar seram.",pegunungan dan pedesaan
Kepulauan Tanimbar,"Kepulauan Tanimbar, juga disebut Timur Laut, adalah sekelompok sekitar 65 pulau di provinsi Maluku, Indonesia. Pulau terbesar dan paling tengah adalah Yamdena; lainnya termasuk Selaru di barat daya Yamdena, Larat dan Fordata di timur laut, Maru dan Molu di utara, serta Seira, Wuliaru, Selu, Wotap, dan Makasar di barat. Frasa bahasa Indonesia timur laut berarti ""timur laut"" atau ""timur laut"". Kepulauan Tanimbar dikelola sebagai Kabupaten Kepulauan Tanimbar, sebuah kabupaten di Maluku. Kabupaten ini memiliki luas wilayah 10.102,92 km persegi, dan berpenduduk 105.341 jiwa pada Sensus 2010, meningkat menjadi 123.572 pada Sensus 2020. Kota utama dan pusat administrasi terletak di Saumlaki. ",pegunungan dan pedesaan
Lubang Buaya Morella,"Lubang Buaya atau oleh warga Morella menyebutnya Pantai Namanalu, merupakan salah satu tempat wisata yang terkenal di Maluku. Lokasi pantai ini bisa dibilang unik dan sangat ekstrem karena didukung dengan banyak sekali karang dan bebatuan, serta laut dalam yang sering berubah warna dari biru ke hijau atau hijau menjadi biru. Perubahan warna tergantung pada waktu dan sinar matahari. ",wisata air
Benteng Belgia,"Benteng Belgica adalah benteng abad ke-17 di Banda Neira, Kepulauan Banda, Kepulauan Maluku, Indonesia; secara administratif di Kabupaten Maluku Tengah, Maluku. Benteng ini berfungsi sebagai sistem perbentengan untuk pulau Banda di mana selama periode itu, satu-satunya tempat di dunia di mana pala diproduksi.",situs bersejarah dan religi
Benteng Amsterdam,"Fort Amsterdam adalah sebuah benteng dan benteng pertahanan di kota Hila, Kecamatan Leihitu, Kabupaten Maluku Tengah, Pulau Ambon, Indonesia. Blockhouse dibangun pada tahun 1637 oleh Perusahaan Hindia Belanda. ",situs bersejarah dan religi
Benteng Nassau,"Benteng Nassau adalah benteng Belanda pertama yang dibangun di Pulau Banda, pulau utama Kepulauan Banda, bagian dari Maluku di Indonesia, selesai pada tahun 1609. Tujuannya adalah untuk mengontrol perdagangan pala, yang pada waktu itu hanya tumbuh di Banda pulau. Portugis sebelumnya telah berusaha untuk membangun benteng di lokasi ini pada tahun 1529, tetapi setelah membangun fondasi, mereka meninggalkan pekerjaan itu karena permusuhan dari orang-orang Banda. Pada tanggal 25 April 1609, komandan armada Belanda, Laksamana Verhoeven, mengirim 750 tentara ke darat untuk memulai benteng mereka, memilih pangkalan Portugis sebagai lokasi. Pasukan Banda, yang terancam benteng baru dan kekuatan kehadiran Belanda, serta menentang rencana Belanda untuk memonopoli industri pala Banda menyerang Belanda, menewaskan Laksamana Verhoeven dan 40 anak buahnya. Belanda mempercepat penyelesaian benteng, dan berfungsi sebagai pangkalan administrasi dan militer utama mereka di Banda, kemudian dilengkapi dengan benteng-benteng lain di Banda Besar, Benteng Hollandia dan Concordia, dan Benteng Ai, Benteng Balas Dendam. Benteng Nassau adalah struktur segi empat besar berkubu empat, terletak di saluran antara Banda dan Kepulauan Banda Besar. ",situs bersejarah dan religi
Istana Mini,"Istana Mini merupakan salah satu bangunan di tua Kabupaten Kepulauan Yapen yang berjarak sekitar 500 meter di sebelah utara Benteng Belgica. Selain itu, bangunan tersebut juga berdekatan letaknya dengan Pantai Tita Baru. Istana Mini merupakan salah satu bangunan di tua Kabupaten Kepulauan Yapen yang berjarak sekitar 500 meter di sebelah utara Benteng Belgica. Selain itu, bangunan tersebut juga berdekatan letaknya dengan Pantai Tita Baru.
Istana Mini dikelilingi oleh pagar tembok berukuran 85 meter x 90 meter. Secara garis besar Istana Mini dibagi menjadi dua, yaitu bangunan induk dan bangunan sayap..",situs bersejarah dan religi
Benteng New Victoria,"Benteng Victoria merupakan tempat bersejarah yang terletak tepat di pusat kota Ambon. Benteng tertua di Ambon ini dibangun oleh Portugis pada tahun 1575, yang selanjutnya diambil alih oleh Belanda. Belanda kemudian menjadikan benteng  ini sebagai pusat pemerintahan untuk mengeruk harta kekayaan masyarakat pribumi, berupa rempah-rempah yang melimpah di bumi Maluku.",situs bersejarah dan religi
Benteng Duurstede,"Fort Duurstede adalah benteng kolonial Belanda abad ke-17 di Saparua, Indonesia Benteng ini awalnya melindungi desa Saparoea. Sebuah panduan navigasi dari tahun 1878 menyarankan: ""Ada jangkar yang baik di dekat benteng ini pada musim barat sekitar 12 depa."" Benteng ini terbuka untuk umum dan telah banyak dipugar.",situs bersejarah dan religi
Air Asinahu,"Air Asinahu Sawai ini memang sangat unik. Sungai ini lokasinya berbatasan langsung dengan rumah warga Desa Sawai. Berbeda dengan kondisi di bantaran sungai yang ada di Jakarta ataupun kota-kota besar lain, sungai Air Asinahu ini jauh dari kata kumuh. Terlebih lagi, pada bagian tepi sungai telah dipasangi ubin keramik untuk mempercantik penampilannya. Sekilas, tempat ini pun mempunyai penampilan yang mirip dengan suasana di Venezia Itali.",wisata kota
Batu layar,Batu Layar adalah sebuah tempat wisata yang berupa batu karang besar yang tersusun tepat di tepi jalan raya. Masyarakat menyebutnya Batu Layar karena bentuk batu karang ini yang menyerupai layar kapal dan posisinya yang memang di tepian laut teluk Ambon. Batu Layar sangatlah terkenal bagi warga Ambon karena bentuknya yang unik dan posisinya yang menjadi landmark bagi desa Larike.,wisata kota
Air Panas Tulehu,"Air Panas Tulehu sangat berkhasiat, karena beberapa pengunjung yang rutin datang ke tempat itu mengatakan sembuh dari beberapa penyakit. Selain dapat menyembuhkan penyakit, Anda pasti akan merasa segar dan pulih dari kepenatan setelah mandi di Air Panas Tulehu. Hasilnya, kesegaran tubuh dapat dirasakan karena setelah mandi, tubuh terasa ringan, namun tubuh agak berkeringat dan hal itu merupakan akibat dari stabilnya kembali peredaran darah yang berpengaruh hingga ke pori-pori tubuh.",wisata air
Batu Kapal Lilibooi,"Batu Kapal Liliboi atau yang dikenal juga dengan Batu Lubang Liliboi berada di pantai yang berbatu dan tidak memiliki hamparan pasir putih. Keunikannya adalah batu karang ini berbentuk menyerupai lambung kapal dan mempunyai lubang kecil. Lubang ini merupakan salah satu akses untuk dapat masuk ke bagian dalam Batu Kapal. Lubang ini berukuran lebar sekitar 3 meter persegi. Pantai Batu Kapal memiliki tebing-tebing yang tinggi sekitar 30 meter dpl, memiliki air yang sangat bening dengan dasar yang berbatu, dan di sepanjang pesisir  pantai dipenuhi dengan kerikil-kerikil. ",wisata air
Patung Martha Christina Tiahahu,Patung yang menjadi simbolis perjuangan wanita di Maluku ini merupakan salah satu spot terbaik melihat pemandangan kota Ambon. Di sekitarnya terdapat berbagai macam gedung tinggi dan suasana kota yang ramai. Tidak heran jika banyak anak muda yang menjadikan area sekitar Patung Christina Martha Tiahahu sebagai tempat bersantai.,wisata kota
Gunung Siwang,"Siwang Paradise merupakan lokasi wisata yang pertama kali dibangun di Dusun Siwang. Lokasi wisata ini awalnya mulai dikerjakan pada bulan November 2019 dan baru viral di media sosial sekitar bulan Februari 2020. Sempat ditutup beberapa waktu lamanya saat PSBB pertama di Kota Ambon, kini lokasi wisata Siwang Paradise telah dibuka kembali. Kedudukan lokasi wisata ini jauh lebih tinggi dari lokasi wisata lainnya di Dusun Siwang. Jadi, kalian harus mendaki cukup jauh dari area parkiran menuju lokasi wisata Siwang Paradise. Nah, ibarat ‘sekali merengkuh dayung, dua tiga pulau terlampaui’ dengan berwisata ke gunung, kalian bisa merasakan banyak manfaat bagi tubuh, pikiran, dan hati. Hati jadi ikutan adem, loh!",pegunungan dan pedesaan
Kolam Pemandian Evu,"Pemandian Alam Evu Berlokasi di desa EVU kabupaten Maluku Tenggara 40 menit dari kota Langgur, dapat di tempuh dengan menggunakan kendaraan roda dua ataupun roda empat. ",wisata kota
Piaynemo Raja Ampat,"Raja Ampat selalu jadi atraksi wisata alam yang mendunia di Indonesia bagian timur. Salah satu daya tarik para wisatawan adalah Pulau Pianemo. Berasal dari bahasa Biak yang artinya sambungan antara bagian kepala dan gagang tombak, Pulau Pianemo menyajikan panorama alam yang mengaggumkan. Para turis, baik lokal maupun mancanegara, diajak untuk menikmati gundukan pulau-pulau karst kecil dari atas bukit. Makin menawan, pulau-pulau tersebut dikelilingi oleh air laut yang sangat biru. Dibalut dengan cuaca tropis khas pesisir, sesekali tubuh diterjang angin bukit yang santai dan nyaman, membuat kamu betah berlama-lama di sana. Meski harus menaiki 320 anak tangga, rasa lelah bakal terbayar lunas saat melihat pesona dari Pulau Pianemo. Maklum, kawasan ini dianggap sebagai Wayag versi mini yang menawarkan bukit-bukit karst menjulang cantik. Jika belum puas, kamu bisa langsung ""nyemplug"" ke dalam untuk menikmati sejuknya berenang di lautan khas Raja Ampat. Jangan lupa untuk mengabadikan momen sunset yang cantik dari atas bukit Pianemo.",wisata air
Pantai Pasir Putih,"Pantai Pasir Putih adalah sebuah pantai yang menjadi lokasi objek wisata di Distrik Manokwari Timur, Kabupaten Manokwari. Pantai ini dinamai demikian karena memiliki pasir putih yang bersih dan halus. Pantai ini masih cukup sepi, selain daripada para penjual yang berada di sekitar lokasi pantai.",wisata air
Teluk Triton Kaimana,"Teluk Triton adalah sebuah teluk yang terletak di Kabupaten Kaimana, Papua Barat, Indonesia yang terkenal dengan sebutan ""Kota Senja Kaimana"".",wisata air
Desa Sauwandarek,"Desa Wisata Sauwandarek terletak di bagian barat Waisai, ibu kota kabupaten Raja Ampat, provinsi Papua Barat. Desa ini merupakan bagian dari kecamatan Meos Mansar. Rumah di desa wisata dengan 46 kepala keluarga atau sekitar 179 penduduk ini memiliki atap daun asli. Di desa ini, para wanita, khususnya ibu-ibu, memproduksi topi dan tas yang terbuat dari daun pandan laut. Desa ini terkenal dengan terumbu karangnya yang indah. Selain itu, ada danau asin yang disebut Telaga Yenauwyau, yang terletak di belakang desa.",pegunungan dan pedesaan
Pantai Saleo,"Pantai Saleo adalah sebuah Pantai yang berada di deretan pantai sisi timur kota Waisai. Tidak seperti pantai lain di Raja Ampat yang sudah banyak dikomersialkan dan dikelola swasta, Pantai Saleo adalah pantai umum yang dikelola oleh beberapa warga lokal. Untuk menuju pantai ini saja, kami harus memasuki jalan tanah sepanjang 10 meter dari jalan aspal utamanya. Menurut warga, pantai ini adalah lokasi favorit yang menjadi tujuan masyarakat lokal untuk berwisata. Hal ini dikarenakan untuk masuk Saleo tidak dikenakan biaya, selain itu harga makanan-makanan di tempat ini juga masih tergolong murah.",wisata air
Taman Wisata Alam,Taman Wisata Alam Sorong merupakan sebuah kawasan obyek wisata yang berupa ekosistem alam. Dari pusat kota Sorong berjarak sekitar empat belas kilometer. Karena lokasinya berada sedikit jauh dari pusat kota maka tempat ini jauh dari keramaian. Kawasan ini berupa hutan lindung dan seringkali dikunjungi oleh para pecinta alam.,wisata kota
Pantai Bakaro,"Pantai Bakaro terletak di pesisir Utara Manokwari, terletak bersebelahan dengan Pantai Pasir Putih. Keunikan dari pantai ini terletak pada tradisi pemanggilan ikan. Memanggil ikan biasa dilakukan oleh penduduk yang tinggal di sekitar pantai ini untuk menarik para pengunjung. Biasanya mereka memanggil ikan dengan menggunakan peluit yang terbuat dari kulit kerang yang ditiup sambil membawa makanan, sehingga dengan sendirinya ikan datang mendekat.",wisata air
Kofiau,"Kofiau adalah sebuah pulau di Kepulauan Raja Ampat, di Papua Barat, Indonesia. Pulau ini terutama mengangkat batu kapur karang dengan beberapa bukit vulkanik, tertutup hutan rendah. Pulau ini adalah rumah bagi kingfisher surga Kofiau endemik dan raja Kofiau. Bentuk baru ular piton pohon hijau telah ditemukan di Kofiau dan Pulau Boo yang mempertahankan warna kuning neoteniknya hingga dewasa.",wisata air
Danau Framu yamuru,"Danau Framu yang merupakan bagian kecil dari Danau Ayamaru ini memiliki keindahan yang sangat memanjakan mata dengan airnya yang sangat jernih. Air danau ini sangat jernih, sampai kita bisa melihat dasar danau dengan sangat jelas. Saat sampai di danau pastinya suasana hati dari pengunung akan menjadi tenang dan damai, tempat ini sangat cocok untuk menjernihkan pikiran dengan bermeditasi disini. Danau yang indah di Ayamaru ini juga sangat terjaga kebersihannya, karena penduduk setempat selalu menjaganya.",wisata air
Danau Anggi Giji,Danau Anggi menjadi salah satu keindahan tersembunyi di pegunungan Arfak Papua Barat. Danau yang memiliki panorama alam yang indah ini berjarak sekitar 160an km dari kota Manokwari.,wisata air
Telaga Bintang,"Banyak tempat wisata alam yang bisa dikunjungi saat menyambangi Kepulauan Raja Ampat. Adapaun salah satu tempat tersebut adalah Teluk Bintang. Tempat wisata ini letaknya tak jauh dari Bukit Piaynemo yang juga merupakan salah satu tempat wisata ikonik di Raja Ampat. Telaga Bintang Sendiri merupakan sebuah laguna yang dikelilingi oleh beberapa bukit karang. Jika dilihat dari ketinggian, maka wisatawan bisa melihat bahwa laguna ini bentuknya percis seperti sebuah bintang. Karena itulah, tidak mengherankan jika laguna ini dinamai dengan Telaga Bintang.Untuk bisa sampai ke tempat wisata ini, wisatawan mesti menaiki boat dari Waisai dan mesti melewati waktu perjalanan selama dua hingga tiga jam.",wisata air
Vihara Buddha Jayanti,"Vihara Buddha Jayanti tegak berdiri di atas bukit. Kehadirannya menjadi warna di tanah Papua yang mayoritas dihuni oleh umat nasrani. Berjalan sedikit mendaki dari jalan utama, traveler akan disambut oleh panorama pagoda tingkat tujuh yang sekilas mengingatkan kita akan Pagoda Avalokitesvara atau Watugong di daerah Ungaran, Semarang. Namun, yang paling menarik adalah hiasan di area luar pagoda tersebut Tampak menghiasi langit-langit pagoda yang didominasi warna merah, sejumlah ukiran kayu bernuansa Papua yang menghiasinya. Jelas terlihat adanya akulturasi budaya serta toleransi di dalamnya. Beranjak dari pagoda, saya pun melangkahkan kaki menuju area ibadah Vihara Buddha Jayanti yang ternyata berada di atas barisan anak tangga. Dalam perjalanan menuju vihara, mata sungguh dimanjakan dengan panorama teluk Sorong dari ketinggian. Langit biru nan cerah pun menjati latar belakangnya. Di area ruang ibadah utama tertulis di dindingnya kalau Vihara Buddha Jayanti diresmikan tahun 1988. Adapun inisiatifnya sudah ada jauh lebih dulu. Hanya karena berhubung ini adalah tempat ibadah, ruang utama pun digembok dan hanya dibuka pada waktu ibadah saja. Namun, pengunjung pun masih dapat melihat keindahan interior vihara dari balik jeruji yang juga berwarna merah.",situs bersejarah dan religi
